site,year,sample_code,group,scale,diversity,ph,turb,do_mean,no,nitrogen,phosphorus,anchored_emergent,anchored_submerged_floating_leaves,free_floating,free_floating_submerged,mean_temp_12M,sd_temp_12M,deltaTemp,est_mean_temp_12M,range_temp_12M,pca1,pca2,x,y,local_x,local_y,Tmean_est_mean,TP_mean,TN_mean
MD,2016,PN_16_01,Phytoplankton,beta,1.3800393542448948,10.8,0.006975613736425138,6.905753276311464,0.024692612590371414,0.19721016928770527,0.23901690047049992,0,0,0,0,2.43194098001681,2.118686615500895,0.7267572218120648,2.492429813042934,3.5518992640756486,1.4101648439561383,-1.0333072579489486,40.833766,-3.857007,0,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_01,Macroinvertebrates,beta,1.1673697462182988,10.8,0.006975613736425138,6.905753276311464,0.024692612590371414,0.19721016928770527,0.23901690047049992,0,0,0,0,2.43194098001681,2.118686615500895,0.7267572218120648,2.492429813042934,3.5518992640756486,1.4101648439561383,-1.0333072579489486,40.833766,-3.857007,0,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_01,Bacteria,gamma,230,10.8,0.006975613736425138,6.905753276311464,0.024692612590371414,0.19721016928770527,0.23901690047049992,0,0,0,0,2.43194098001681,2.118686615500895,0.7267572218120648,2.492429813042934,3.5518992640756486,1.4101648439561383,-1.0333072579489486,40.833766,-3.857007,0,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_01,Whole-community,gamma,381,10.8,0.006975613736425138,6.905753276311464,0.024692612590371414,0.19721016928770527,0.23901690047049992,0,0,0,0,2.43194098001681,2.118686615500895,0.7267572218120648,2.492429813042934,3.5518992640756486,1.4101648439561383,-1.0333072579489486,40.833766,-3.857007,0,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Phytoplankton,alpha,15,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Macroinvertebrates,gamma,55,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Macroinvertebrates,beta,0.9794172502786189,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Whole-community,alpha,134,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Macroinvertebrates,alpha,13,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Phytoplankton,beta,1.4358238221035327,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Bacteria,beta,1.9074113461145146,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Zooplankton,beta,1.3761194319595076,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Whole-community,beta,1.976978362148403,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Zooplankton,alpha,9,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Bacteria,gamma,230,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Whole-community,gamma,381,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Phytoplankton,gamma,65,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Bacteria,alpha,97,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_03,Zooplankton,gamma,30,11,0.007968169649176881,6.829793737512425,0.014888612493750559,0.07045846364856137,0.17981842657583616,4.057092555020159,1.5264337522473748,0,0,2.43194098001681,2.118686615500895,0.7050003418569659,2.4534597812008467,3.5518992640756486,2.024893214228877,-0.5283012019038047,40.833766,-3.857007,0,6,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Zooplankton,alpha,16,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Bacteria,beta,1.9726829188788118,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Whole-community,alpha,128,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Macroinvertebrates,alpha,11,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Phytoplankton,beta,1.253695379360713,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Whole-community,gamma,381,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Macroinvertebrates,beta,0.7162836968164402,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Macroinvertebrates,gamma,55,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Bacteria,gamma,230,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Whole-community,beta,1.5095554630433612,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Phytoplankton,gamma,65,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Bacteria,alpha,90,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Zooplankton,gamma,30,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Zooplankton,beta,1.6610832059289076,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_05,Phytoplankton,alpha,11,11.3,0.01291622526654623,7.195187320178709,0.04879016416943205,0.010939940038334263,0.142367241286922,2.4657656011875906,0,0,0,2.43194098001681,2.118686615500895,0.6955290792644792,2.4362819444432624,3.5518992640756486,2.0515828235624776,-0.6667024971550837,40.833766,-3.857007,0,12,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Bacteria,beta,1.5029755130999092,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Phytoplankton,beta,1.6507169420101793,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Zooplankton,alpha,13,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Macroinvertebrates,gamma,55,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Macroinvertebrates,beta,1.603713199239874,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Phytoplankton,gamma,65,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Macroinvertebrates,alpha,16,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Whole-community,alpha,183,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Bacteria,gamma,230,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Zooplankton,beta,1.2389362896551435,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Phytoplankton,alpha,30,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Bacteria,alpha,124,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Whole-community,beta,1.8104642102749327,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Whole-community,gamma,381,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_07,Zooplankton,gamma,30,10.9,0.002995508979798371,6.9440872082295275,0.017839918128331016,0.20048886074940356,0.11332868530700327,7.236711960552251,0,0,0,2.43194098001681,2.118686615500895,0.6859672534251371,2.4188038645709353,3.5518992640756486,2.4791482745209215,-0.32391097273506786,40.833766,-3.857007,0,18,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_09,Zooplankton,alpha,11,10.7,0.004987541511038968,6.785587645007929,0.003992021269537457,0.3708736633385454,0.1672079189839064,2.7982137159266447,0,0,0,2.43194098001681,2.118686615500895,0.6923519518898068,2.43048979420223,3.5518992640756486,1.7843248513745458,-0.9264137279855889,40.833766,-3.857007,3,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_09,Phytoplankton,alpha,17,10.7,0.004987541511038968,6.785587645007929,0.003992021269537457,0.3708736633385454,0.1672079189839064,2.7982137159266447,0,0,0,2.43194098001681,2.118686615500895,0.6923519518898068,2.43048979420223,3.5518992640756486,1.7843248513745458,-0.9264137279855889,40.833766,-3.857007,3,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_09,Whole-community,beta,1.1722208716291693,10.7,0.004987541511038968,6.785587645007929,0.003992021269537457,0.3708736633385454,0.1672079189839064,2.7982137159266447,0,0,0,2.43194098001681,2.118686615500895,0.6923519518898068,2.43048979420223,3.5518992640756486,1.7843248513745458,-0.9264137279855889,40.833766,-3.857007,3,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_09,Phytoplankton,beta,1.2921612903324302,10.7,0.004987541511038968,6.785587645007929,0.003992021269537457,0.3708736633385454,0.1672079189839064,2.7982137159266447,0,0,0,2.43194098001681,2.118686615500895,0.6923519518898068,2.43048979420223,3.5518992640756486,1.7843248513745458,-0.9264137279855889,40.833766,-3.857007,3,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_09,Bacteria,beta,1.179879853992543,10.7,0.004987541511038968,6.785587645007929,0.003992021269537457,0.3708736633385454,0.1672079189839064,2.7982137159266447,0,0,0,2.43194098001681,2.118686615500895,0.6923519518898068,2.43048979420223,3.5518992640756486,1.7843248513745458,-0.9264137279855889,40.833766,-3.857007,3,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_09,Macroinvertebrates,gamma,55,10.7,0.004987541511038968,6.785587645007929,0.003992021269537457,0.3708736633385454,0.1672079189839064,2.7982137159266447,0,0,0,2.43194098001681,2.118686615500895,0.6923519518898068,2.43048979420223,3.5518992640756486,1.7843248513745458,-0.9264137279855889,40.833766,-3.857007,3,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_09,Phytoplankton,gamma,65,10.7,0.004987541511038968,6.785587645007929,0.003992021269537457,0.3708736633385454,0.1672079189839064,2.7982137159266447,0,0,0,2.43194098001681,2.118686615500895,0.6923519518898068,2.43048979420223,3.5518992640756486,1.7843248513745458,-0.9264137279855889,40.833766,-3.857007,3,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_09,Bacteria,gamma,230,10.7,0.004987541511038968,6.785587645007929,0.003992021269537457,0.3708736633385454,0.1672079189839064,2.7982137159266447,0,0,0,2.43194098001681,2.118686615500895,0.6923519518898068,2.43048979420223,3.5518992640756486,1.7843248513745458,-0.9264137279855889,40.833766,-3.857007,3,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_09,Zooplankton,beta,1.3116146039170107,10.7,0.004987541511038968,6.785587645007929,0.003992021269537457,0.3708736633385454,0.1672079189839064,2.7982137159266447,0,0,0,2.43194098001681,2.118686615500895,0.6923519518898068,2.43048979420223,3.5518992640756486,1.7843248513745458,-0.9264137279855889,40.833766,-3.857007,3,0,2.435733346290305,0.11979150246449992,0.1570313492961849
MD,2016,PN_16_09,Whole-community,gamma,381,10.7,0.004987541511038968,6.785587645007929,0.003992021269537457,0.3708736633385454,0.1672079189839064,2.7982137159266447,0,0,0,2.43194098001681,2.118686615500895,0.6923519518898068,2.43048979420223,3.5518992640756486,1.7843248513745458,-0.9264137279855889,40.833766,-3.857007,3,0,2.435733346290305,0.11979150246449992,0.1570313492961849
